Engine 1 Predicted RUL 21.712127685546875 Rounded RUL 21.0 Real RUL 27.0
Engine 2 Predicted RUL 57.4635009765625 Rounded RUL 57.0 Real RUL 51.0
Engine 3 Predicted RUL 54.87028121948242 Rounded RUL 54.0 Real RUL 36.0
Engine 4 Predicted RUL 116.0595474243164 Rounded RUL 116.0 Real RUL 161.0
Engine 5 Predicted RUL 24.455657958984375 Rounded RUL 24.0 Real RUL 23.0
Engine 6 Predicted RUL 115.13693237304688 Rounded RUL 115.0 Real RUL 104.0
Engine 7 Predicted RUL 107.7447509765625 Rounded RUL 107.0 Real RUL 149.0
Engine 8 Predicted RUL 14.63911247253418 Rounded RUL 14.0 Real RUL 15.0
Engine 9 Predicted RUL 115.23292541503906 Rounded RUL 115.0 Real RUL 88.0
Engine 10 Predicted RUL 110.917724609375 Rounded RUL 110.0 Real RUL 107.0
Engine 11 Predicted RUL 50.37195587158203 Rounded RUL 50.0 Real RUL 51.0
Engine 12 Predicted RUL 14.304723739624023 Rounded RUL 14.0 Real RUL 18.0
Engine 13 Predicted RUL 24.85346794128418 Rounded RUL 24.0 Real RUL 27.0
Engine 14 Predicted RUL 107.74301147460938 Rounded RUL 107.0 Real RUL 176.0
Engine 15 Predicted RUL 72.28446197509766 Rounded RUL 72.0 Real RUL 52.0
Engine 16 Predicted RUL 23.72355079650879 Rounded RUL 23.0 Real RUL 25.0
Engine 17 Predicted RUL 32.74972915649414 Rounded RUL 32.0 Real RUL 35.0
Engine 18 Predicted RUL 43.47988510131836 Rounded RUL 43.0 Real RUL 42.0
Engine 19 Predicted RUL 120.0802993774414 Rounded RUL 120.0 Real RUL 97.0
Engine 20 Predicted RUL 76.7104263305664 Rounded RUL 76.0 Real RUL 65.0
RMSE2: 23.3420221917468
RHS: 14.876215472757096
Time : 146.39649899999998 seconds
Engine 1 Predicted RUL 122.22782135009766 Rounded RUL 122.0 Real RUL 112.0
Engine 2 Predicted RUL 116.88063049316406 Rounded RUL 116.0 Real RUL 98.0
Engine 3 Predicted RUL 54.03648376464844 Rounded RUL 54.0 Real RUL 69.0
Engine 4 Predicted RUL 86.38793182373047 Rounded RUL 86.0 Real RUL 82.0
Engine 5 Predicted RUL 108.5180435180664 Rounded RUL 108.0 Real RUL 91.0
Engine 6 Predicted RUL 107.97545623779297 Rounded RUL 107.0 Real RUL 93.0
Engine 7 Predicted RUL 97.13211059570312 Rounded RUL 97.0 Real RUL 91.0
Engine 8 Predicted RUL 84.92601013183594 Rounded RUL 84.0 Real RUL 95.0
Engine 9 Predicted RUL 118.32024383544922 Rounded RUL 118.0 Real RUL 111.0
Engine 10 Predicted RUL 92.64942932128906 Rounded RUL 92.0 Real RUL 96.0
Engine 11 Predicted RUL 91.84525299072266 Rounded RUL 91.0 Real RUL 97.0
Engine 12 Predicted RUL 78.92908477783203 Rounded RUL 78.0 Real RUL 124.0
Engine 13 Predicted RUL 77.75166320800781 Rounded RUL 77.0 Real RUL 95.0
Engine 14 Predicted RUL 112.8053207397461 Rounded RUL 112.0 Real RUL 107.0
Engine 15 Predicted RUL 115.49559020996094 Rounded RUL 115.0 Real RUL 83.0
Engine 16 Predicted RUL 93.86734008789062 Rounded RUL 93.0 Real RUL 84.0
Engine 17 Predicted RUL 50.60044860839844 Rounded RUL 50.0 Real RUL 50.0
Engine 18 Predicted RUL 31.821311950683594 Rounded RUL 31.0 Real RUL 28.0
Engine 19 Predicted RUL 94.32349395751953 Rounded RUL 94.0 Real RUL 87.0
Engine 20 Predicted RUL 14.72342300415039 Rounded RUL 14.0 Real RUL 16.0
Engine 21 Predicted RUL 62.58064651489258 Rounded RUL 62.0 Real RUL 57.0
Engine 22 Predicted RUL 122.82124328613281 Rounded RUL 122.0 Real RUL 111.0
Engine 23 Predicted RUL 123.61656188964844 Rounded RUL 123.0 Real RUL 113.0
Engine 24 Predicted RUL 21.944528579711914 Rounded RUL 21.0 Real RUL 20.0
Engine 25 Predicted RUL 117.86843872070312 Rounded RUL 117.0 Real RUL 145.0
Engine 26 Predicted RUL 119.3962631225586 Rounded RUL 119.0 Real RUL 119.0
Engine 27 Predicted RUL 88.17023468017578 Rounded RUL 88.0 Real RUL 66.0
