cv number
[4, 43, 7, 3, 13, 76, 16, 71, 51, 64]
"115.0, 84.0"
"22.0, 20.0"
"117.0, 144.0"
"99.0, 73.0"
"109.0, 109.0"
"25.0, 27.0"
"4.0, 7.0"
"106.0, 150.0"
"58.0, 41.0"
"7.0, 9.0"
RMSE2: [21.47556751]
RHS: [7.44357503]
Time : [29.829074] seconds
"121.0, 112.0"
"122.0, 98.0"
"49.0, 69.0"
"101.0, 82.0"
"112.0, 91.0"
"119.0, 93.0"
"116.0, 91.0"
"99.0, 95.0"
"121.0, 111.0"
"118.0, 96.0"
RMSE2: [19.39071943]
RHS: [6.18736154]
Time : [29.829074] seconds
cv number
[64, 8, 33, 94, 78, 36, 95, 2, 3, 70]
"80.0, 72.0"
"97.0, 88.0"
"20.0, 17.0"
"98.0, 103.0"
"124.0, 125.0"
"37.0, 45.0"
"122.0, 101.0"
"39.0, 35.0"
"25.0, 26.0"
"121.0, 235.0"
RMSE2: [37.01080923]
RHS: [644.43942611]
Time : [28.229894] seconds
"124.0, 112.0"
"121.0, 98.0"
"32.0, 69.0"
"95.0, 82.0"
"118.0, 91.0"
"121.0, 93.0"
"117.0, 91.0"
"105.0, 95.0"
"121.0, 111.0"
"79.0, 96.0"
RMSE2: [22.11108319]
RHS: [7.81073252]
Time : [28.229894] seconds
cv number
[20, 68, 40, 93, 42, 83, 82, 78, 92, 48]
"10.0, 6.0"
"71.0, 61.0"
"93.0, 107.0"
"121.0, 140.0"
"78.0, 95.0"
"95.0, 105.0"
"120.0, 150.0"
"124.0, 218.0"
"32.0, 43.0"
"118.0, 95.0"
RMSE2: [33.83489323]
RHS: [141.09547379]
Time : [28.220341] seconds
"124.0, 112.0"
"120.0, 98.0"
"40.0, 69.0"
"84.0, 82.0"
"76.0, 91.0"
"119.0, 93.0"
"115.0, 91.0"
"113.0, 95.0"
"117.0, 111.0"
"123.0, 96.0"
RMSE2: [20.0972635]
RHS: [6.32823314]
Time : [28.220341] seconds
cv number
[68, 14, 20, 85, 76, 2, 46, 86, 64, 89]
"71.0, 100.0"
"90.0, 108.0"
"71.0, 137.0"
"42.0, 57.0"
"65.0, 114.0"
"117.0, 138.0"
"7.0, 5.0"
"24.0, 23.0"
"52.0, 57.0"
"5.0, 8.0"
RMSE2: [29.37175514]
RHS: [22.01825242]
Time : [27.621106] seconds
"124.0, 112.0"
"119.0, 98.0"
"36.0, 69.0"
"70.0, 82.0"
"95.0, 91.0"
"101.0, 93.0"
"107.0, 91.0"
"93.0, 95.0"
"120.0, 111.0"
"72.0, 96.0"
RMSE2: [16.77796174]
RHS: [3.52952071]
Time : [27.621106] seconds
cv number
[33, 22, 10, 85, 59, 60, 7, 64, 40, 11]
"40.0, 35.0"
"124.0, 179.0"
"37.0, 37.0"
"4.0, 5.0"
"122.0, 133.0"
"2.0, 3.0"
"123.0, 172.0"
"60.0, 51.0"
"69.0, 122.0"
"62.0, 46.0"
RMSE2: [29.52964612]
RHS: [17.56325241]
Time : [27.261506] seconds
"124.0, 112.0"
"121.0, 98.0"
"48.0, 69.0"
"82.0, 82.0"
"80.0, 91.0"
"115.0, 93.0"
"114.0, 91.0"
"79.0, 95.0"
"121.0, 111.0"
"90.0, 96.0"
RMSE2: [16.24807681]
RHS: [3.83826399]
Time : [27.261506] seconds
cv number
[71, 95, 77, 72, 31, 16, 81, 7, 53, 19]
"117.0, 172.0"
"113.0, 174.0"
"119.0, 125.0"
"16.0, 24.0"
"79.0, 73.0"
"123.0, 145.0"
"117.0, 100.0"
"123.0, 100.0"
"69.0, 110.0"
"24.0, 25.0"
RMSE2: [31.41018943]
RHS: [21.85198633]
Time : [27.954634] seconds
"122.0, 112.0"
"100.0, 98.0"
"35.0, 69.0"
"72.0, 82.0"
"69.0, 91.0"
"110.0, 93.0"
"109.0, 91.0"
"116.0, 95.0"
"122.0, 111.0"
"74.0, 96.0"
RMSE2: [18.71630305]
RHS: [4.33281982]
Time : [27.954634] seconds
cv number
[87, 90, 16, 24, 91, 53, 51, 52, 77, 27]
"9.0, 13.0"
"112.0, 99.0"
"57.0, 47.0"
"122.0, 150.0"
"118.0, 135.0"
"117.0, 89.0"
"17.0, 12.0"
"123.0, 99.0"
"37.0, 29.0"
"75.0, 63.0"
RMSE2: [17.1784749]
RHS: [4.47256347]
Time : [28.534604] seconds
"124.0, 112.0"
"122.0, 98.0"
"42.0, 69.0"
"92.0, 82.0"
"98.0, 91.0"
"121.0, 93.0"
"115.0, 91.0"
"102.0, 95.0"
"123.0, 111.0"
"80.0, 96.0"
RMSE2: [18.45806057]
RHS: [5.32807605]
Time : [28.534604] seconds
cv number
[89, 88, 92, 72, 97, 44, 63, 15, 43, 7]
"105.0, 126.0"
"49.0, 60.0"
"59.0, 65.0"
"7.0, 10.0"
"100.0, 102.0"
"122.0, 99.0"
"116.0, 174.0"
"124.0, 177.0"
"103.0, 125.0"
"124.0, 151.0"
RMSE2: [29.19931506]
RHS: [17.03433749]
Time : [28.3923] seconds
"124.0, 112.0"
"97.0, 98.0"
"37.0, 69.0"
"90.0, 82.0"
"88.0, 91.0"
"101.0, 93.0"
"96.0, 91.0"
"86.0, 95.0"
"115.0, 111.0"
"114.0, 96.0"
RMSE2: [13.23631369]
RHS: [2.30220743]
Time : [28.3923] seconds
cv number
[61, 9, 48, 59, 79, 4, 22, 63, 11, 5]
"122.0, 144.0"
"122.0, 228.0"
"118.0, 100.0"
"121.0, 132.0"
"98.0, 99.0"
"119.0, 190.0"
"124.0, 158.0"
"122.0, 95.0"
"50.0, 39.0"
"123.0, 132.0"
RMSE2: [43.92493597]
RHS: [375.06317619]
Time : [28.491943] seconds
"119.0, 112.0"
"121.0, 98.0"
"50.0, 69.0"
"109.0, 82.0"
"119.0, 91.0"
"114.0, 93.0"
"106.0, 91.0"
"112.0, 95.0"
"122.0, 111.0"
"68.0, 96.0"
RMSE2: [20.76535576]
RHS: [6.73688159]
Time : [28.491943] seconds
cv number
[54, 23, 3, 37, 2, 52, 13, 94, 29, 100]
"84.0, 128.0"
"50.0, 42.0"
"8.0, 5.0"
"36.0, 28.0"
"2.0, 2.0"
"83.0, 68.0"
"82.0, 110.0"
"106.0, 142.0"
"116.0, 149.0"
"123.0, 166.0"
RMSE2: [27.04810529]
RHS: [9.53357558]
Time : [28.362593] seconds
"123.0, 112.0"
"115.0, 98.0"
"37.0, 69.0"
"115.0, 82.0"
"93.0, 91.0"
"123.0, 93.0"
"111.0, 91.0"
"110.0, 95.0"
"110.0, 111.0"
"73.0, 96.0"
RMSE2: [21.40560674]
RHS: [7.7437568]
Time : [28.362593] seconds
